v1,v2,v3,v4,v5
ham,Oh really?? Did you make it on air? What's your talent?,,,
ham,Mm you ask him to come its enough :-),,,
ham,Yup next stop.,,,
ham,Update your face book status frequently :),,,
ham,Good night my dear.. Sleepwell&amp;Take care,,,
ham,I send the print  outs da.,,,
ham,Dont pick up d call when something important is There to tell. Hrishi,,,
ham,Where to get those?,,,
ham,i am going to bed now prin,,,
ham,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,,,
ham,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,,,
ham,aathi..where are you dear..,,,
spam,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,,,
ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,,,
ham,Have you always been saying welp?,,,
ham,She told to hr that he want posting in chennai:)because i'm working here:),,,
ham,Ryder unsold.now gibbs.,,,
ham,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",,,
ham,Ok lor then we go tog lor...,,,
ham,Kallis wont bat in 2nd innings.,,,
spam,FreeMsg>FAV XMAS TONES!Reply REAL,,,
ham,Prepare to be pleasured :),,,
ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",,,
ham,"\Thinking of u ;) x\""""",,,
ham,Lil fever:) now fine:),,,
ham,I will spoil you in bed as well :),,,
ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",,,
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,,,
ham,Oh just getting even with u.... u?,,,
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",,,
ham,"G says you never answer your texts, confirm/deny",,,
ham,Honey boo I'm missing u.,,,
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,,,
ham,PS U no ur a grown up now right?,,,
spam,ВЫГОДА! Ремонт квартир под ключ 5000р за всю квартиру! remont-cheap.ru,,,
ham,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",,,
ham,"No, I was trying it all weekend ;V",,,
ham,"Arms fine, how's Cardiff and uni? ",,,
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",,,
ham,No. She's currently in scotland for that.,,,
ham,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash",,,
ham,"K so am I, how much for an 8th? Fifty?",,,
ham,K.k:)advance happy pongal.,,,
ham,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,,,
ham,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,,,
ham,Doing project w frens lor. ,,,
ham,He also knows about lunch menu only da. . I know,,,
spam,Urgent! Please call 09061213237 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,,,
ham,Ding me on ya break fassyole! Blacko from londn,,,
ham,Sindu got job in birla soft ..,,,
ham,Are u coming to the funeral home,,,
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",,,
ham,Hey you told your name to gautham ah?,,,
ham,Jus finish blowing my hair. U finish dinner already?,,,
ham,"I noe la... U wana pei bf oso rite... K lor, other days den...",,,
ham,"Geeeee ... Your internet is really bad today, eh ?",,,
ham,Unless it's a situation where YOU GO GURL would be more appropriate,,,
ham,I'm in class. Did you get my text.,,,
ham,What's up. Do you want me to come online?,,,
ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",,,
ham,Yo come over carlos will be here soon,,,
spam,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,,,
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,,,
ham,"Sure, whenever you show the fuck up &gt;:(",,,
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,,,
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...,,,
spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,,,
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,,,
ham,I re-met alex nichols from middle school and it turns out he's dealing!,,,
ham,So no messages. Had food?,,,
ham,I am going to film 2day da. At 6pm. Sorry da.,,,
ham,I'm at work. Please call,,,
ham,"Total disappointment, when I texted you was the craziest shit got :(",,,
ham,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,,,
ham,All will come alive.better correct any good looking figure there itself..,,,
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..,,,
ham,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",,,
ham,have got * few things to do. may be in * pub later.,,,
ham,"So check your errors and if you had difficulties, do correction.",,,
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,,,
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,,,
ham,Are you this much buzy,,,
ham,Then anything special?,,,
ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",,,
ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",,,
ham,But i have to. I like to have love and arrange.,,,
ham,Re your call; You didn't see my facebook huh?,,,
ham,Guess who spent all last night phasing in and out of the fourth dimension,,,
ham,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,,,
ham,No she didnt. I will search online and let you know.,,,
ham,"Yeah sure, give me a couple minutes to track down my wallet",,,
spam,FROM 88066 LOST å£12 HELP,,,
ham,Hey! There's veggie pizza... :/,,,
spam,Поздравляем! Вы стали участником розыгрыша 1000000 рублей! SMS на номер 5555 текст ПРИЗ,,,
ham,Siva is in hostel aha:-.,,,
ham,Nobody can decide where to eat and dad wants Chinese,,,
ham,Hi. I'm always online on yahoo and would like to chat with you someday,,,
ham,Can Ì_ all decide faster cos my sis going home liao..,,,
ham,Good evening! this is roger. How are you?,,,
ham,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",,,
spam,Ваш заказ готов к выдаче. Оплатите доставку 300р по ссылке delivery-pay.net (хотя вы ничего не заказывали),,,
ham,Total video converter free download type this in google search:),,,
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,,,
spam,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16",,,
ham,Cold. Dont be sad dear,,,
ham,ÌÏ predict wat time Ì_'ll finish buying?,,,
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,,,
ham,"Haha awesome, I might need to take you up on that, what you doin tonight?",,,
ham,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.,,,
ham,I'm fine. Hope you are also,,,
ham,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,,,
ham,Репетитор может заниматься по вторникам и четвергам в 18:00,,,
ham,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,,,
ham,"Банк подтвердил перевод, деньги поступят завтра",,,
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,,,
ham,I am taking half day leave bec i am not well,,,
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,,,
ham,All done? All handed in? Celebrations in full swing yet?,,,
ham,I only haf msn. It's yijue@hotmail.com,,,
ham,Id have to check but there's only like 1 bowls worth left,,,
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",,,
ham,"Aight, call me once you're close",,,
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,,,
ham,K. I will sent it again,,,
ham,If you're not in my car in an hour and a half I'm going apeshit,,,
ham,Ok how you dear. Did you call chechi,,,
ham,U repeat e instructions again. Wat's e road name of ur house?,,,
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",,,
spam,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,,,
ham,I'm coming home 4 dinner.,,,
ham,\ER,,,
ham,I'm awake oh. What's up.,,,
ham,Oh ok i didnt know what you meant. Yep i am baby jontin,,,
ham,He remains a bro amongst bros,,,
ham,Que pases un buen tiempo or something like that,,,
ham,Indeed and by the way it was either or - not both !,,,
ham,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",,,
spam,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@å£1.50rcvd,,,
ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,,,
ham,No. On the way home. So if not for the long dry spell the season would have been over,,,
ham,When you guys planning on coming over?,,,
ham,Where are you call me.,,,
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,,,
ham,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,,,
ham,Should I head straight there or what,,,
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,,,
ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",,,
ham,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",,,
ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,,,
ham,did u get that message,,,
ham,"Aight no rush, I'll ask jay",,,
spam,Вы стали участником розыгрыша Tesla! Ваш номер 1543! Подтвердить: win-tesla.ru,,,
spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or å£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",,,
ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",,,
